Year,GeogName,GeogID,Borough,TotalPop,Hispanic/Latino,White,Black,AmericanIndian,Asian,Puerto Rican
2014,Bellerose,QN43,Queens,"26,609","5,264","8,134","1,521",34,"10,591","1,432"
2014,Glen Oaks-Floral Park-New Hyde Park,QN44,Queens,"22,327","1,807","10,964",960,97,"7,732",566
2014,Douglas Manor-Douglaston-Little Neck,QN45,Queens,"25,490","2,889","11,899",448,0,"9,985",572
2014,Bayside-Bayside Hills,QN46,Queens,"46,667","6,958","19,379",811,172,"18,010","1,387"
2014,Ft. Totten-Bay Terrace-Clearview,QN47,Queens,"22,060","1,880","14,941",86,25,"4,600",622
2014,Auburndale,QN48,Queens,"20,999","2,273","8,809",200,36,"9,205",397
2014,Whitestone,QN49,Queens,"31,948","5,188","20,469",148,97,"5,442","1,158"
2014,Elmhurst-Maspeth,QN50,Queens,"26,340","7,469","3,912",213,45,"14,400",508
2014,Murray Hill,QN51,Queens,"51,994","7,292","13,777",898,89,"28,961",904
2014,East Flushing,QN52,Queens,"27,012","4,312","4,769",302,12,"16,893",626
2014,Woodhaven,QN53,Queens,"61,278","32,519","9,284","2,962",89,"14,631","7,950"
2014,Richmond Hill,QN54,Queens,"64,049","22,440","7,132","5,469",367,"19,748","4,942"
2014,South Ozone Park,QN55,Queens,"83,286","17,332","4,887","19,062",568,"19,815","4,577"
2014,Ozone Park,QN56,Queens,"22,856","9,082","5,818","1,401",37,"5,411","2,696"
2014,Lindenwood-Howard Beach,QN57,Queens,"28,742","5,627","21,053",638,0,793,"2,227"
2014,Kew Gardens,QN60,Queens,"23,145","5,804","10,991","1,589",53,"4,134","1,199"
2014,Jamaica,QN61,Queens,"54,198","19,974","2,065","10,070",756,"16,348","1,820"
2014,Queensboro Hill,QN62,Queens,"21,727","3,883","3,328",401,215,"13,513",287
2014,Woodside,QN63,Queens,"45,804","16,511","10,220",586,67,"17,418","1,652"
2014,Laurelton,QN66,Queens,"26,847","1,168",333,"24,332",33,267,469
2014,Queensbridge-Ravenswood-Long Island City,QN68,Queens,"18,393","7,194","3,062","4,367",56,"3,231","1,737"
2014,Astoria,QN70,Queens,"77,095","21,201","39,620","3,555",50,"10,772","4,304"
2014,Old Astoria,QN71,Queens,"29,149","10,099","10,354","3,161",54,"4,780","1,953"
2014,Steinway,QN72,Queens,"47,980","10,811","30,176",756,89,"5,019","1,858"
2014,Baisley Park,QN76,Queens,"37,155","4,864",331,"27,026",148,"1,871","1,469"
2014,Airport,QN98,Queens,,,,,NA,,
2014,park-cemetery-etc-Queens,QN99,Queens,,,,,NA,,
2014,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,Staten Island,"28,853","1,820","25,831",151,31,854,"1,100"
2014,New Springville-Bloomfield-Travis,SI05,Staten Island,"39,594","5,074","25,288","2,201",36,"6,511","2,984"
2014,Westerleigh,SI07,Staten Island,"24,357","3,796","17,466",637,28,"1,855","1,854"
2014,Grymes Hill-Clifton-Fox Hills,SI08,Staten Island,"22,484","6,474","6,239","6,613",201,"2,434","3,136"
2014,Charleston-Richmond Valley-Tottenville,SI11,Staten Island,"24,574","3,052","19,836",454,32,974,893
2014,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,Staten Island,"30,042","11,098","7,043","8,822",41,"2,616","6,228"
2014,Grasmere-Arrochar-Ft. Wadsworth,SI14,Staten Island,"15,394","2,138","10,071",903,4,"2,029",865
2014,West New Brighton-New Brighton-St. George,SI22,Staten Island,"32,841","10,350","8,251","11,634",0,"1,250","4,773"
2014,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,Staten Island,"31,472","3,406","22,575",560,7,"4,640","2,081"
2014,Oakwood-Oakwood Beach,SI25,Staten Island,"21,575","2,717","17,312",655,0,586,"1,518"
2014,Port Richmond,SI28,Staten Island,"19,229","6,025","8,305","3,343",0,"1,010","2,174"
2014,Rossville-Woodrow,SI32,Staten Island,"21,050","1,640","18,178",83,0,"1,008",904
2014,New Brighton-Silver Lake,SI35,Staten Island,"18,313","4,584","10,186","2,144",0,"1,064","1,700"
2014,Old Town-Dongan Hills-South Beach,SI36,Staten Island,"25,007","3,322","17,849","1,082",58,"2,286","1,470"
2014,Stapleton-Rosebank,SI37,Staten Island,"26,596","8,078","10,074","5,131",14,"2,671","3,458"
2014,New Dorp-Midland Beach,SI45,Staten Island,"20,461","2,416","16,232",236,0,"1,492","1,204"
2014,Arden Heights,SI48,Staten Island,"25,602","3,040","20,381",362,16,"1,605","1,816"
2014,Great Kills,SI54,Staten Island,"44,078","4,336","37,039",128,57,"2,226","1,801"
2014,park-cemetery-etc-Staten Island,SI99,Staten Island,,,,,NA,,
2014,,,,,,,,NA,,
2014,,,,,,,,NA,,
2015,Bath Beach,BK27,Brooklyn,"33,072","5,624","14,908",656,11,"11,442","1,761"
2015,Bay Ridge,BK31,Brooklyn,"82,560","14,506","52,843","1,503",136,"11,980","6,468"
2015,Bedford,BK75,Brooklyn,"73,125","13,676","24,414","31,818",149,"1,696","6,269"
2015,Bensonhurst East,BK29,Brooklyn,"63,882","7,250","30,917",418,0,"24,524","1,560"
2015,Bensonhurst West,BK28,Brooklyn,"92,433","13,724","39,532",787,107,"37,406","2,621"
2015,Borough Park,BK88,Brooklyn,"107,137","11,234","81,264",812,107,"12,890","2,066"
2015,Brighton Beach,BK19,Brooklyn,"33,423","4,033","23,546",319,125,"4,766",523
2015,Brooklyn Heights-Cobble Hill,BK09,Brooklyn,"23,839","1,966","17,460","1,288",0,"2,108",569
2015,Brownsville,BK81,Brooklyn,"62,106","12,527",601,"47,397",178,849,"5,538"
2015,Bushwick North,BK77,Brooklyn,"62,018","42,936","8,394","5,688",26,"4,240","10,413"
2015,Bushwick South,BK78,Brooklyn,"74,712","42,948","9,959","18,282",194,"2,229","16,180"
2015,Canarsie,BK50,Brooklyn,"87,372","6,402","4,211","72,706",461,"2,553","2,952"
2015,Carroll Gardens-Columbia Street-Red Hook,BK33,Brooklyn,"40,984","8,240","24,791","4,286",0,"2,213","4,723"
2015,Clinton Hill,BK69,Brooklyn,"38,134","4,841","14,617","14,453",29,"2,502","1,778"
2015,Crown Heights North,BK61,Brooklyn,"104,941","13,507","14,312","71,327",228,"2,914","5,220"
2015,Crown Heights South,BK63,Brooklyn,"42,088","3,709","11,423","25,447",102,483,"1,025"
2015,Cypress Hills-City Line,BK83,Brooklyn,"48,174","29,183","1,876","12,236",55,"3,419","7,452"
2015,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,Brooklyn,"40,914","8,686","18,421","8,275",86,"4,157","4,607"
2015,Dyker Heights,BK30,Brooklyn,"47,157","5,086","22,302",279,94,"18,977","1,825"
2015,East Flatbush-Farragut,BK91,Brooklyn,"52,576","2,950",785,"47,016",0,836,635
2015,East New York,BK82,Brooklyn,"93,126","25,366","1,322","62,150",111,"2,364","9,506"
2015,East New York (Pennsylvania Ave),BK85,Brooklyn,"30,499","7,687",681,"21,560",81,274,"3,065"
2015,East Williamsburg,BK90,Brooklyn,"35,292","10,654","15,957","3,143",45,"4,894","5,102"
2015,Erasmus,BK95,Brooklyn,"28,262","2,896","1,031","23,364",25,402,581
2015,Flatbush,BK42,Brooklyn,"107,852","18,808","24,734","50,153",95,"10,926","3,844"
2015,Flatlands,BK58,Brooklyn,"72,552","5,294","11,096","51,968",18,"3,048","2,093"
2015,Fort Greene,BK68,Brooklyn,"28,620","6,355","8,083","10,322",21,"2,826","2,875"
2015,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,Brooklyn,"48,205","5,258","32,312","6,074",0,"3,681","2,255"
2015,Gravesend,BK26,Brooklyn,"29,445","4,063","15,121","2,707",88,"7,098","1,974"
2015,Greenpoint,BK76,Brooklyn,"32,752","3,872","25,582",577,39,"1,622","1,163"
2015,Homecrest,BK25,Brooklyn,"44,738","3,939","34,439",426,128,"5,146",763
2015,Kensington-Ocean Parkway,BK41,Brooklyn,"37,361","6,224","18,932","2,433",34,"8,295","1,684"
2015,Madison,BK44,Brooklyn,"40,527","3,215","26,900",430,28,"9,469",445
2015,Midwood,BK43,Brooklyn,"53,353","4,501","40,070","2,226",45,"5,956","1,161"
2015,North Side-South Side,BK73,Brooklyn,"52,985","18,256","28,291","1,446",55,"3,554","7,413"
2015,Ocean Hill,BK79,Brooklyn,"33,142","6,289","1,068","24,765",16,527,"2,999"
2015,Ocean Parkway South,BK46,Brooklyn,"20,874","1,863","17,257",193,310,937,397
2015,Park Slope-Gowanus,BK37,Brooklyn,"74,926","13,346","49,173","3,697",85,"5,378","5,646"
2015,park-cemetery-etc-Brooklyn,BK99,Brooklyn,406,90,210,73,0,10,0
2015,Prospect Heights,BK64,Brooklyn,"20,469","2,237","10,010","5,554",56,"1,628",613
2015,Prospect Lefferts Gardens-Wingate,BK60,Brooklyn,"69,600","7,071","9,127","50,012",100,"1,618","2,044"
2015,Rugby-Remsen Village,BK96,Brooklyn,"55,684","3,322",907,"50,228",166,489,"1,423"
2015,Seagate-Coney Island,BK21,Brooklyn,"29,344","7,446","9,225","8,951",81,"3,171","4,971"
2015,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,Brooklyn,"64,254","5,380","43,478","4,462",165,"10,126","2,028"
2015,Starrett City,BK93,Brooklyn,"12,819","2,573","3,209","6,473",75,359,"1,983"
2015,Stuyvesant Heights,BK35,Brooklyn,"66,779","12,952","5,360","45,725",121,"1,501","6,000"
2015,Sunset Park East,BK34,Brooklyn,"72,140","23,029","9,483","1,109",203,"37,358","5,510"
2015,Sunset Park West,BK32,Brooklyn,"57,891","37,667","9,157","1,814",155,"8,448","8,935"
2015,West Brighton,BK23,Brooklyn,"15,606",415,"14,908",100,0,123,325
2015,Williamsburg,BK72,Brooklyn,"32,528","2,778","28,351","1,112",22,122,"1,692"
2015,Windsor Terrace,BK40,Brooklyn,"22,581","3,369","14,895","1,118",24,"2,469","1,209"
2015,Battery Park City-Lower Manhattan,MN25,Manhattan,"44,436","3,848","29,035","1,193",36,"9,078","1,355"
2015,Central Harlem North-Polo Grounds,MN03,Manhattan,"82,898","20,297","7,190","51,023",283,"1,764","6,136"
2015,Central Harlem South,MN11,Manhattan,"48,993","9,895","9,460","25,994",44,"2,355","3,759"
2015,Chinatown,MN27,Manhattan,"45,325","6,123","7,808","2,178",502,"27,128","2,460"
2015,Clinton,MN15,Manhattan,"43,450","9,224","24,096","2,397",14,"6,478","3,014"
2015,East Harlem North,MN34,Manhattan,"61,377","30,796","4,826","21,003",13,"3,241","14,016"
2015,East Harlem South,MN33,Manhattan,"58,604","25,393","11,792","14,211",0,"5,772","13,653"
2015,East Village,MN22,Manhattan,"43,217","4,553","29,413","2,069",47,"6,102","1,618"
2015,Gramercy,MN21,Manhattan,"27,748","1,935","19,699","1,243",168,"3,967",553
2015,Hamilton Heights,MN04,Manhattan,"51,981","25,195","7,795","15,419",55,"1,635","2,391"
2015,Hudson Yards-Chelsea-Flat Iron-Union Square,MN13,Manhattan,"77,859","10,784","48,991","4,880",171,"10,872","3,895"
2015,Lenox Hill-Roosevelt Island,MN31,Manhattan,"80,705","6,287","59,174","3,369",20,"9,596","1,224"
2015,Lincoln Square,MN14,Manhattan,"59,921","5,691","44,472","1,633",24,"6,409","1,581"
2015,Lower East Side,MN28,Manhattan,"75,428","29,760","15,414","8,439",108,"19,075","19,575"
2015,Manhattanville,MN06,Manhattan,"23,895","13,060","2,348","7,392",0,722,"2,393"
2015,Marble Hill-Inwood,MN01,Manhattan,"52,026","39,009","7,556","3,463",14,975,"4,491"
2015,Midtown-Midtown South,MN17,Manhattan,"28,095","2,115","18,274","1,046",78,"5,884",460
2015,Morningside Heights,MN09,Manhattan,"55,281","11,705","26,521","6,727",87,"8,634","3,346"
2015,Murray Hill-Kips Bay,MN20,Manhattan,"47,696","5,531","30,252","2,113",4,"8,451","1,367"
2015,park-cemetery-etc-Manhattan,MN99,Manhattan,"1,741",401,325,911,7,31,251
2015,SoHo-TriBeCa-Civic Center-Little Italy,MN24,Manhattan,"42,212","2,700","27,539",986,40,"9,034",514
2015,Stuyvesant Town-Cooper Village,MN50,Manhattan,"21,263","1,531","15,455",770,0,"3,031",531
2015,Turtle Bay-East Midtown,MN19,Manhattan,"49,761","3,097","37,477",854,28,"7,422",722
2015,Upper East Side-Carnegie Hill,MN40,Manhattan,"58,161","3,546","49,263",625,57,"3,351",617
2015,Upper West Side,MN12,Manhattan,"134,523","22,334","87,705","10,479",105,"10,241","6,495"
2015,Washington Heights North,MN35,Manhattan,"72,794","47,278","18,684","3,638",55,"2,095","4,151"
2015,Washington Heights South,MN36,Manhattan,"91,667","66,693","10,690","9,900",39,"2,727","5,198"
2015,West Village,MN23,Manhattan,"66,619","3,931","53,286","1,290",160,"5,972",787
2015,Yorkville,MN32,Manhattan,"81,831","7,701","63,161","2,327",60,"6,512","2,544"
2015,Airport,QN98,Queens,0,0,0,0,0,0,0
2015,Astoria,QN70,Queens,"77,579","21,228","39,089","3,275",49,"12,021","3,982"
2015,Auburndale,QN48,Queens,"20,852","2,564","8,063",305,21,"9,234",315
2015,Baisley Park,QN76,Queens,"38,368","5,041",329,"27,970",125,"1,784","1,456"
2015,Bayside-Bayside Hills,QN46,Queens,"45,773","6,745","19,131",714,184,"17,898","1,818"
2015,Bellerose,QN43,Queens,"27,349","5,507","8,321","1,627",0,"11,008","1,371"
2015,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,Queens,"27,882","3,251","21,612","1,962",24,769,"1,475"
2015,Briarwood-Jamaica Hills,QN35,Queens,"40,767","10,852","7,616","4,233",13,"15,758","1,600"
2015,Cambria Heights,QN33,Queens,"19,516","1,043",331,"17,497",54,173,212
2015,College Point,QN23,Queens,"25,743","9,406","6,525",502,170,"8,510","1,069"
2015,Corona,QN25,Queens,"57,621","34,809","4,224","10,175",55,"7,940","1,662"
2015,Douglas Manor-Douglaston-Little Neck,QN45,Queens,"25,762","2,684","12,225",475,0,"10,088",553
2015,East Elmhurst,QN27,Queens,"22,471","13,931","1,236","5,194",0,"1,666",482
2015,East Flushing,QN52,Queens,"26,634","4,880","4,026",268,37,"16,691",674
2015,Elmhurst,QN29,Queens,"85,813","37,282","5,095","1,309",211,"40,097","1,601"
2015,Elmhurst-Maspeth,QN50,Queens,"26,105","7,727","3,522",183,0,"14,361",604
2015,Far Rockaway-Bayswater,QN15,Queens,"53,847","15,107","13,446","22,491",105,"1,828","3,873"
2015,Flushing,QN22,Queens,"69,818","10,216","5,689","2,877",277,"49,249","1,239"
2015,Forest Hills,QN17,Queens,"86,168","12,150","46,935","2,713",160,"21,705","2,289"
2015,Fresh Meadows-Utopia,QN41,Queens,"18,633","2,681","5,253",833,80,"9,267",246
2015,Ft. Totten-Bay Terrace-Clearview,QN47,Queens,"22,455","2,099","14,826",122,39,"4,684",546
2015,Glen Oaks-Floral Park-New Hyde Park,QN44,Queens,"22,243","1,910","10,419","1,098",32,"8,144",571
2015,Glendale,QN19,Queens,"32,982","11,061","19,944",283,38,"1,340","5,230"
2015,Hammels-Arverne-Edgemere,QN12,Queens,"37,180","10,027","6,221","17,997",0,"1,712","3,829"
2015,Hollis,QN07,Queens,"21,633","2,437",548,"13,226",9,"3,673",740
2015,Hunters Point-Sunnyside-West Maspeth,QN31,Queens,"66,359","21,920","24,969","1,224",81,"16,498","2,502"
2015,Jackson Heights,QN28,Queens,"105,934","60,052","16,954","2,076",121,"24,388","4,114"
2015,Jamaica,QN61,Queens,"54,985","19,690","1,886","9,231",768,"17,666","1,491"
2015,Jamaica Estates-Holliswood,QN06,Queens,"26,254","3,779","6,268","6,463",95,"8,218",678
2015,Kew Gardens,QN60,Queens,"23,892","5,444","11,651","1,799",77,"4,274","1,224"
2015,Kew Gardens Hills,QN37,Queens,"39,267","4,571","20,585","2,833",52,"9,764","1,205"
2015,Laurelton,QN66,Queens,"27,137","1,511",336,"24,305",14,306,618
2015,Lindenwood-Howard Beach,QN57,Queens,"28,700","6,067","20,412",604,0,"1,220","2,401"
2015,Maspeth,QN30,Queens,"27,749","8,196","15,646",340,10,"3,281","1,793"
2015,Middle Village,QN21,Queens,"37,635","6,547","27,514",366,0,"2,887","2,030"
2015,Murray Hill,QN51,Queens,"51,815","7,423","13,347",835,115,"28,899",909
2015,North Corona,QN26,Queens,"55,239","48,614",553,"2,002",55,"3,685",816
2015,Oakland Gardens,QN42,Queens,"28,606","2,108","11,479",592,54,"13,239",465
2015,Old Astoria,QN71,Queens,"28,974","9,555","10,690","3,575",42,"4,305","1,725"
2015,Ozone Park,QN56,Queens,"23,496","10,205","5,669","1,343",0,"5,298","2,955"
2015,park-cemetery-etc-Queens,QN99,Queens,350,41,216,52,0,30,11
2015,Pomonok-Flushing Heights-Hillcrest,QN38,Queens,"35,075","7,564","11,716","3,957",14,"11,089","2,735"
2015,Queens Village,QN34,Queens,"54,446","9,296","3,512","25,880",174,"9,349","2,382"
2015,Queensboro Hill,QN62,Queens,"21,755","3,664","3,144",266,107,"14,291",317
2015,Queensbridge-Ravenswood-Long Island City,QN68,Queens,"18,595","7,629","3,063","3,771",77,"3,555","1,842"
2015,Rego Park,QN18,Queens,"28,321","5,006","12,436",801,51,"8,972","1,012"
2015,Richmond Hill,QN54,Queens,"66,720","24,023","6,740","5,623",284,"20,932","5,056"
2015,Ridgewood,QN20,Queens,"72,331","35,655","29,094","1,291",41,"5,647","13,177"
2015,Rosedale,QN05,Queens,"27,438","2,424","1,104","22,772",30,684,954
2015,South Jamaica,QN01,Queens,"40,690","7,478",203,"26,862",116,"2,735","2,529"
2015,South Ozone Park,QN55,Queens,"84,427","17,920","4,832","19,677",620,"20,902","5,163"
2015,Springfield Gardens North,QN02,Queens,"27,003","1,930",325,"24,112",0,356,"1,187"
2015,Springfield Gardens South-Brookville,QN03,Queens,"21,599","1,599",609,"18,583",0,284,689
2015,St. Albans,QN08,Queens,"54,066","3,843",613,"47,323",59,812,"1,553"
2015,Steinway,QN72,Queens,"48,680","9,960","31,279",836,70,"5,567","1,459"
2015,Whitestone,QN49,Queens,"31,877","4,987","20,060",155,90,"5,954",918
2015,Woodhaven,QN53,Queens,"62,398","33,720","9,482","2,646",120,"14,584","8,527"
2015,Woodside,QN63,Queens,"46,132","15,986","10,368",631,27,"18,212","1,490"
2015,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,Staten Island,"29,190","2,109","25,656",189,32,"1,002","1,309"
2015,Arden Heights,SI48,Staten Island,"26,298","3,349","20,664",503,13,"1,597","1,905"
2015,Charleston-Richmond Valley-Tottenville,SI11,Staten Island,"24,589","2,965","19,896",340,50,"1,063","1,001"
2015,Grasmere-Arrochar-Ft. Wadsworth,SI14,Staten Island,"15,838","2,171","10,665",846,8,"1,898",983
2015,Great Kills,SI54,Staten Island,"44,090","3,898","37,668",54,40,"2,094","1,832"
2015,Grymes Hill-Clifton-Fox Hills,SI08,Staten Island,"22,124","6,805","6,168","6,321",265,"1,980","2,972"
2015,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,Staten Island,"29,670","10,382","6,723","9,116",0,"2,964","5,412"
2015,New Brighton-Silver Lake,SI35,Staten Island,"18,420","4,687","10,387","2,196",0,799,"1,816"
2015,New Dorp-Midland Beach,SI45,Staten Island,"20,968","2,801","16,076",215,0,"1,774","1,252"
2015,New Springville-Bloomfield-Travis,SI05,Staten Island,"39,844","5,601","24,877","2,305",9,"6,248","3,509"
2015,Oakwood-Oakwood Beach,SI25,Staten Island,"21,454","2,751","17,450",452,0,575,"1,720"
2015,Old Town-Dongan Hills-South Beach,SI36,Staten Island,"24,908","3,623","17,356",973,73,"2,438","1,222"
2015,park-cemetery-etc-Staten Island,SI99,Staten Island,0,0,0,0,0,0,0
2015,Port Richmond,SI28,Staten Island,"19,626","6,623","7,734","3,502",16,"1,140","2,656"
2015,Rossville-Woodrow,SI32,Staten Island,"20,931","1,584","17,799",75,0,"1,294",875
2015,Stapleton-Rosebank,SI37,Staten Island,"26,257","8,163","9,306","5,159",20,"2,944","3,363"
2015,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,Staten Island,"31,989","3,305","23,207",592,7,"4,524","2,106"
2015,West New Brighton-New Brighton-St. George,SI22,Staten Island,"32,474","10,278","7,905","11,630",37,"1,328","4,685"
2015,Westerleigh,SI07,Staten Island,"23,811","3,241","17,263",855,0,"1,902","1,711"
2015,Allerton-Pelham Gardens,BX31,The Bronx,"33,570","10,332","8,369","11,102",0,"2,875","5,490"
2015,Bedford Park-Fordham North,BX05,The Bronx,"55,274","38,153","4,508","8,949",64,"2,416","11,516"
2015,Belmont,BX06,The Bronx,"28,552","17,621","5,909","4,012",74,458,"5,411"
2015,Bronxdale,BX07,The Bronx,"36,685","19,687","4,138","10,705",0,"1,404","9,078"
2015,Claremont-Bathgate,BX01,The Bronx,"33,891","19,710",332,"13,373",210,17,"8,372"
2015,Co-op City,BX13,The Bronx,"47,942","14,049","3,642","28,422",219,473,"8,183"
2015,Crotona Park East,BX75,The Bronx,"21,473","14,340",188,"6,444",0,169,"4,245"
2015,East Concourse-Concourse Village,BX14,The Bronx,"64,598","37,979","1,064","22,761",659,"1,242","9,887"
2015,East Tremont,BX17,The Bronx,"44,400","30,330",738,"12,603",26,416,"13,150"
2015,Eastchester-Edenwald-Baychester,BX03,The Bronx,"35,535","9,180","1,328","23,485",213,702,"4,688"
2015,Fordham South,BX40,The Bronx,"27,310","19,479",399,"6,958",49,251,"5,080"
2015,Highbridge,BX26,The Bronx,"39,240","25,152",620,"13,161",9,127,"6,096"
2015,Hunts Point,BX27,The Bronx,"26,974","19,926",270,"6,367",63,173,"9,029"
2015,Kingsbridge Heights,BX30,The Bronx,"31,111","23,001",965,"5,414",147,"1,261","5,126"
2015,Longwood,BX33,The Bronx,"27,545","20,352",359,"6,056",0,529,"8,697"
2015,Melrose South-Mott Haven North,BX34,The Bronx,"41,722","26,831",872,"13,323",103,212,"10,615"
